Filename,Affirm,Reverse,Judgment,Condition,Condition_,mentioned_precedent,mentioned_statute,mentioned_policy
Horvat_Sainovic_444680_NLC.txt,1,0,"Final Decision: **Affirm**  The decision of the Trial Chamber should be affirmed. The evidence clearly demonstrates that Horvat provided substantial logistical and personnel assistance to the HVO, which had a significant effect on their capacity to commit widespread and systematic crimes against civilians in Mostar and Ahmići. The Appeals Chamber in the Šainović decision clarified that specific direction is not a necessary element for aiding and abetting liability under customary international law. The critical factors are that the assistance provided had a substantial effect on the commission of the crimes and that Horvat had knowledge of the crimes being committed by the HVO. Given Horvat’s active role in facilitating military support and his awareness of the HVO's criminal activities, his conviction for aiding and abetting these crimes is well-supported by the facts and consistent with the legal standards established by the ICTY.",Horvat_Sainovic,Sympathetic_Affirm,1,0,0
Horvat_Sainovic_496575_NLC.txt,1,0,"Final Decision: **Affirm**  The lower court's decision to convict Ante Horvat for aiding and abetting war crimes and crimes against humanity should be affirmed. The basis for this decision rests on the established jurisprudence from the Appeals Chamber, notably the Sainović decision, which clarifies that specific direction is not a necessary element of the actus reus for aiding and abetting under customary international law. Horvat's significant logistical and personnel assistance to the HVO, coupled with his knowledge of the ongoing war crimes, suffices to meet the criteria for aiding and abetting liability. The evidence demonstrates that Horvat's actions had a substantial effect on the commission of the crimes, and his awareness of the HVO's criminal activities further substantiates his culpability. Thus, the lower court correctly applied the legal standards and factual findings in rendering its judgment.",Horvat_Sainovic,Sympathetic_Affirm,1,0,0
Horvat_Sainovic_592170_NLC.txt,1,0,"Final Decision: **Affirm**  **Rationale:** The Trial Chamber's judgment correctly found Ante Horvat guilty of aiding and abetting crimes against humanity and violations of the laws or customs of war, based on his substantial logistical and personnel support to the HVO, which had a significant impact on the commission of these crimes. The defense's argument that specific direction is a necessary element of aiding and abetting is inconsistent with the Appeals Chamber's decision in the Sainović case, which clearly established that specific direction is not required. Horvat's extensive knowledge of the HVO's criminal actions, combined with his crucial support that facilitated these crimes, fulfills the established criteria for aiding and abetting under international law. Thus, the evidence and legal reasoning support affirming the lower court’s decision.",Horvat_Sainovic,Sympathetic_Affirm,1,0,0
Horvat_Sainovic_617101_NLC.txt,1,0,"Final Decision: **Affirm**  **Rationale:** The evidence presented in the trial, coupled with the principles established by the ICTY Statute and the precedent set in the Šainović decision, supports the conclusion that Ante Horvat is guilty of aiding and abetting war crimes and crimes against humanity. The Trial Chamber's findings clearly establish that Horvat's logistical and personnel support to the HVO had a substantial effect on the commission of these crimes. Additionally, it is evident that Horvat had knowledge of the HVO's criminal activities and continued to facilitate their operations. The defense's argument that ""specific direction"" is a necessary component of aiding and abetting liability is not supported by the Šainović decision, which explicitly clarifies that specific direction is not required under customary international law. Therefore, the lower court's decision to convict Horvat is consistent with both the factual evidence and the applicable legal standards, and thus should be affirmed.",Horvat_Sainovic,Sympathetic_Affirm,1,1,0
Horvat_Sainovic_667378_LC.txt,1,0,"Final Decision: **Affirm**  **Rationale:**   The Appeals Chamber should affirm the lower court's decision convicting Ante Horvat of aiding and abetting war crimes and crimes against humanity. The defense's argument hinges on the necessity of ""specific direction"" as an element of aiding and abetting, which the Trial Chamber rightly dismissed, and this was further clarified by the Appeals Chamber in the Šainović decision. The evidence presented demonstrates that Horvat provided substantial logistical and personnel assistance to the HVO, fully aware of their ongoing criminal activities, thereby substantially contributing to the commission of the crimes. The assistance provided by Horvat was not neutral but instrumental in enabling the HVO's operations. Given this context and the established legal precedent, the lower court's judgment is consistent with the principles of international law and the ICTY Statute.",Horvat_Sainovic,Sympathetic_Affirm,1,1,0
Horvat_Sainovic_794174_NLC.txt,1,0,"Final Decision: **Affirm**  The lower court's decision to convict Ante Horvat of aiding and abetting crimes against humanity and war crimes is affirmed. The key issue on appeal is whether specific direction is a necessary element of aiding and abetting under Article 7(1) of the Statute. The recent decision in the Šainović case, which is binding precedent, explicitly states that specific direction is not required for aiding and abetting liability. Horvat provided substantial military and logistical assistance to the HVO with full knowledge of their criminal activities, and this assistance had a significant impact on the commission of the crimes. Given the established knowledge and substantial effect of Horvat's actions, the trial chamber correctly applied the law, and there is no legal basis to reverse the conviction.",Horvat_Sainovic,Sympathetic_Affirm,1,1,0
Horvat_Sainovic_805816_NLC.txt,1,0,"Final Decision: **Affirm**  The lower court's decision to convict Ante Horvat of aiding and abetting war crimes committed by the HVO in Mostar and Ahmići is affirmed. The evidence clearly demonstrates that Horvat provided substantial logistical and personnel assistance to the HVO, which had a significant impact on the commission of the crimes. Furthermore, Horvat's knowledge of the HVO's criminal activities and discriminatory intent, as well as his failure to prevent or punish these crimes, establishes the requisite mens rea for aiding and abetting. The argument by the defense that ""specific direction"" is required for aiding and abetting under Article 7(1) of the Statute is not supported by the relevant legal precedents, including the Šainović decision, which clarified that specific direction is not an element of aiding and abetting liability under customary international law. Therefore, the Trial Chamber's judgment is consistent with the established legal standards and the facts of the case.",Horvat_Sainovic,Sympathetic_Affirm,1,1,0
Horvat_Sainovic_884418_LC.txt,1,0,"Final Decision: **Affirm**  The lower court's decision to find Ante Horvat guilty of aiding and abetting war crimes and crimes against humanity should be affirmed. The evidence presented establishes that Horvat, as Chief of the HV General Staff, provided substantial logistical and personnel support to the HVO, which had a significant and direct impact on the commission of crimes in Mostar and Ahmići. Despite the argument that Horvat's assistance was not specifically directed at the crimes, the Sainović decision clarifies that specific direction is not a requisite for aiding and abetting liability under customary international law. Horvat's knowledge of the HVO's criminal activities and his continued support despite this knowledge establish the necessary mental element for aiding and abetting. Thus, the trial chamber's judgment is consistent with the established principles of international criminal law and should be upheld.",Horvat_Sainovic,Sympathetic_Affirm,1,0,0
Horvat_Sainovic_884512_LC.txt,1,0,"Final Decision: **Affirm**  The decision of the Trial Chamber should be affirmed. The evidence presented clearly establishes that Ante Horvat provided substantial logistical and personnel support to the HVO, which significantly facilitated the commission of crimes in Mostar and Ahmići. The requirement of ""specific direction"" as an element of aiding and abetting liability was thoroughly examined and rejected by the Appeals Chamber in the Šainović decision, which remains consistent with customary international law. Horvat's knowledge of the crimes and his continued support despite this knowledge underscores his culpability. Therefore, the Trial Chamber's judgment that Horvat's actions had a substantial effect on the commission of the crimes and his subsequent conviction under Article 7(1) of the Statute is well-founded and should be upheld.",Horvat_Sainovic,Sympathetic_Affirm,1,1,0
Horvat_Sainovic_899723_LC.txt,1,0,"Final Decision: **Affirm**  The lower court's decision to find Ante Horvat guilty of aiding and abetting war crimes committed by the HVO in Mostar and Ahmići is affirmed. The evidence and legal findings clearly establish that Horvat provided substantial logistical and personnel assistance to the HVO, which had a significant impact on the commission of the crimes. The statement of agreed facts confirms that Horvat was aware of the HVO's criminal activities and discriminatory intent, and his support was instrumental in enabling these operations. Additionally, the Appeals Chamber's decision in the Šainović case clarifies that ""specific direction"" is not a necessary element for aiding and abetting liability under customary international law. Horvat's actions, driven by his knowledge of the HVO's conduct, meet the criteria for aiding and abetting as defined by the ICTY Statute and relevant case law. Therefore, the conviction and sentence of 25 years of imprisonment are upheld.",Horvat_Sainovic,Sympathetic_Affirm,1,1,0
Horvat_Sainovic_900339_NLC.txt,1,0,"Final Decision: **Decision: Affirm**  **Rationale:** The Appeals Chamber affirms the lower court's decision to convict Ante Horvat of aiding and abetting war crimes committed by the HVO in Mostar and Ahmići. The key issue on appeal was whether the assistance provided by Horvat needed to be specifically directed towards the commission of the crimes. The prosecution's argument, supported by the recent precedent in the Šainović case, clarifies that ""specific direction"" is not an essential element of aiding and abetting under customary international law. The evidence shows that Horvat knowingly provided substantial logistical and personnel support to the HVO, fully aware of their criminal conduct. His actions had a significant impact on the HVO's ability to perpetrate these crimes. Therefore, the Trial Chamber's findings and the application of the legal standard were appropriate, leading to the affirmation of the conviction and sentence.",Horvat_Sainovic,Sympathetic_Affirm,1,0,0
Horvat_Sainovic_914052_LC.txt,1,0,"Final Decision: **Affirm**  **Rationale:** The evidence and legal findings presented in the trial judgment convincingly establish that Ante Horvat provided substantial logistical and personnel assistance to the HVO with full knowledge of the crimes they were committing. The ICTY Statute and the recent Appeals Chamber decision in the Šainović case clarify that specific direction is not a requisite element of aiding and abetting under customary international law. Horvat's actions significantly contributed to the HVO's operational capacity, and his awareness of their criminal conduct satisfies the mens rea requirement. Consequently, the trial court’s judgment is consistent with the established principles of international criminal law, and there is no legal basis to reverse the conviction.",Horvat_Sainovic,Sympathetic_Affirm,1,1,0
Horvat_Sainovic_971808_LC.txt,1,0,"Final Decision: **Affirm**  The lower court's decision to convict Ante Horvat for aiding and abetting war crimes and crimes against humanity should be affirmed. The evidence presented demonstrates that Horvat provided substantial logistical and personnel assistance to the HVO, knowing fully well that such support would facilitate the commission of grave crimes against civilians. The Appeals Chamber in the Šainović decision clarified that ""specific direction"" is not an essential element of aiding and abetting under customary international law. Given Horvat's significant role in coordinating and ensuring the continuous supply of military resources to the HVO, his actions had a substantial effect on the perpetration of these crimes. Therefore, the Trial Chamber's findings are consistent with the applicable legal standards and supported by the evidence, warranting affirmation of the conviction and sentence.",Horvat_Sainovic,Sympathetic_Affirm,1,0,0
Horvat_Sainovic_976196_NLC.txt,1,0,"Final Decision: **Affirm**  **Rationale:** After thoroughly reviewing the briefs, the statement of agreed facts, the statute of the ICTY, and the relevant precedents, it is clear that the Trial Chamber's judgment was well-founded. The prosecution has convincingly demonstrated that specific direction is not a requisite element of aiding and abetting under international law, as clarified by the Appeals Chamber in the recent Sainović decision. Horvat's substantial provision of logistical and personnel assistance to the HVO, coupled with his knowledge of the crimes being committed, meets the threshold for aiding and abetting liability. The defense's argument that Horvat's support was neutral and not specifically directed at the commission of crimes is unpersuasive, given the overwhelming evidence of his awareness and the significant impact of his assistance on the HVO's capacity to commit the crimes. Thus, the lower court's decision to convict Horvat should be upheld.",Horvat_Sainovic,Sympathetic_Affirm,1,1,0
Horvat_Sainovic_999263_LC.txt,1,0,"Final Decision: **Affirm**  The lower court's decision to convict Ante Horvat should be affirmed. The evidence clearly demonstrates that Horvat provided substantial logistical and personnel assistance to the HVO, fully aware of their ongoing war crimes. The Appeals Chamber's ruling in the **Šainović** case explicitly clarified that ""specific direction"" is not an element required for aiding and abetting under customary international law. Horvat’s actions had a significant impact on the HVO’s ability to commit these crimes, fulfilling the requirement of substantial contribution. Given Horvat's knowledge and the systematic nature of the assistance provided, the conviction aligns with established jurisprudence and principles of individual criminal responsibility under the ICTY Statute.",Horvat_Sainovic,Sympathetic_Affirm,1,1,0
Horvat_Vasiljevic_100821_LC.txt,1,0,"Final Decision: **Affirm**  The lower court's decision should be affirmed. The evidence presented demonstrates that Ante Horvat provided substantial logistical and personnel support to the HVO, which significantly contributed to the commission of war crimes and crimes against humanity in Mostar and Ahmići. The support included crucial military supplies and the deployment of HV officers, which Horvat facilitated with full knowledge of the HVO's criminal activities. The requirement for specific direction in aiding and abetting, as argued by the defense, is not a settled element in international criminal law according to the ICTY Statute and prior jurisprudence. The Vasiljević decision, which the defense heavily relies upon, does not conclusively establish specific direction as a standalone requirement but rather highlights the substantial contribution and knowledge of the accused. Therefore, Horvat's conviction under Article 7(1) of the ICTY Statute for aiding and abetting is legally sound and supported by the facts of the case.",Horvat_Vasiljevic,Sympathetic_Reverse,1,1,0
Horvat_Vasiljevic_130434_NLC.txt,1,0,"Final Decision: **Affirm**  Rationale: After examining the details provided, including the agreed facts, the briefs for both the defense and prosecution, the Statute of the ICTY, the summary of the Vasiljević precedent, and the trial judgment summaries, it is evident that the lower court’s decision to convict Ante Horvat of aiding and abetting the war crimes committed by the HVO in Mostar and Ahmići should be affirmed. The defense's argument hinges on the necessity of ""specific direction"" for aiding and abetting liability, which is not explicitly required by the Statute nor consistently upheld in ICTY jurisprudence. The prosecution demonstrated that Horvat provided substantial logistical and personnel support to the HVO with full knowledge of their ongoing war crimes, satisfying the elements of aiding and abetting under Article 7(1) of the Statute. The Vasiljević case, while mentioning ""specific direction"" in distinguishing aiding and abetting from joint criminal enterprise, does not negate aiding and abetting liability based on substantial assistance and knowledge of the crimes. Therefore, maintaining the conviction is consistent with the legal framework and the purpose of the ICTY.",Horvat_Vasiljevic,Sympathetic_Reverse,1,1,0
Horvat_Vasiljevic_16083_NLC.txt,1,0,"Final Decision: **Affirm**  The decision of the lower court should be affirmed. The Trial Chamber's findings establish that Horvat's logistical and personnel support substantially facilitated the commission of crimes by the HVO. The evidence demonstrates that Horvat was well aware of the HVO's criminal activities and their discriminatory intent against civilians. His actions, including the provision of military supplies and the maintenance of personnel through the 30th Personnel Centre, had a substantial effect on the HVO's ability to commit these war crimes. While the defense argued for the necessity of specific direction, the prosecution and the trial judgment rightly highlighted that substantial contribution and knowledge of the crimes are sufficient for aiding and abetting liability under Article 7(1) of the Statute. The Vasiljević decision, while mentioning specific direction in a different context, does not negate the established principles applied by the Trial Chamber. Therefore, Horvat's conviction and the sentence imposed are legally sound and should be upheld.",Horvat_Vasiljevic,Sympathetic_Reverse,1,1,0
Horvat_Vasiljevic_224443_NLC.txt,0,1,"Final Decision: **Decision: Reverse**  **Rationale:** The critical legal issue in this appeal is whether aiding and abetting under Article 7(1) of the ICTY Statute necessitates ""specific direction"" of the assistance towards the commission of crimes. The defense argues that without specific direction, Horvat's logistical and personnel support to the HVO does not meet the threshold for aiding and abetting liability. The Appeals Chamber's decision in the Vasiljević case clarifies that aiding and abetting liability does indeed require specific direction. The Trial Chamber's decision to convict Horvat without finding that his assistance was specifically directed towards committing the crimes is therefore inconsistent with this precedent. Consequently, given the lack of evidence demonstrating that Horvat's support was specifically directed at facilitating the crimes, his conviction for aiding and abetting cannot stand under the established legal standard. Thus, the lower court’s decision must be reversed.",Horvat_Vasiljevic,Sympathetic_Reverse,1,1,0
Horvat_Vasiljevic_268103_NLC.txt,1,0,"Final Decision: **Affirm**  The lower court’s decision to convict Ante Horvat of aiding and abetting war crimes committed by the HVO in Mostar and Ahmići is affirmed. The critical issue in this appeal concerns whether ""specific direction"" is a necessary component of the actus reus of aiding and abetting under Article 7(1) of the ICTY Statute. The defense's argument, rooted in the Vasiljević decision, is that specific direction is required, whereas the prosecution maintains that it is not. A thorough review of the statute, case law, and the context of the assistance provided by Horvat demonstrates that specific direction has not been a clearly established requirement in aiding and abetting liability. The logistical and personnel support provided by Horvat had a substantial effect on the HVO's ability to commit the crimes, and Horvat had knowledge of the criminal nature and intent of the HVO's actions. Thus, the lower court's interpretation and application of the law were consistent with the overarching principles of international criminal responsibility as outlined by the ICTY, warranting affirmation of the conviction and sentence.",Horvat_Vasiljevic,Sympathetic_Reverse,1,1,0
Horvat_Vasiljevic_319555_NLC.txt,1,0,"Final Decision: **Affirm**  **Rationale:** The comprehensive evidence presented in the trial judgment establishes that Ante Horvat's logistical and personnel assistance had a substantial effect on the crimes committed by the HVO in Mostar and Ahmići. While the defense argued that specific direction is a necessary element of aiding and abetting, this notion is not consistent with the established jurisprudence of the ICTY, as highlighted in the Vasiljević decision. The prosecution effectively demonstrated that Horvat was fully aware of the HVO’s criminal activities and continued to support them, which satisfies the requisite mens rea and actus reus for aiding and abetting. Therefore, the lower court's decision to convict Horvat is legally sound and should be affirmed.",Horvat_Vasiljevic,Sympathetic_Reverse,1,0,0
Horvat_Vasiljevic_320760_LC.txt,1,0,"Final Decision: **Affirm**  **Rationale:** The Trial Chamber's decision to convict Ante Horvat for aiding and abetting crimes in Mostar and Ahmići is supported by substantial evidence demonstrating Horvat's logistical and personnel support to the HVO, which had a significant effect on the commission of the crimes. The defense's argument that ""specific direction"" is an essential element of aiding and abetting liability is not persuasive, as the actus reus of aiding and abetting does not necessarily require specific direction. This is consistent with the principles of international criminal law and the ICTY Statute, which emphasize the substantial effect and knowledge of the aider and abettor in the commission of crimes. The Vasiljević decision, cited by the defense, does not conclusively establish ""specific direction"" as a standalone requirement. Given Horvat's high rank, extensive involvement, and clear knowledge of the HVO's criminal activities, the conviction is well-founded under Article 7(1) of the Statute. Therefore, the lower court's decision is affirmed.",Horvat_Vasiljevic,Sympathetic_Reverse,1,1,0
Horvat_Vasiljevic_36406_LC.txt,1,0,"Final Decision: **Affirm**  The decision of the Trial Chamber to convict Ante Horvat of aiding and abetting war crimes and crimes against humanity should be affirmed. The core issue in this appeal is whether specific direction is required for aiding and abetting liability under Article 7(1) of the ICTY Statute. The defense argues that Horvat's assistance was not specifically directed at the crimes committed by the HVO, and thus should not incur criminal liability. However, the prosecution correctly contends that specific direction is not a requisite element for aiding and abetting under the established jurisprudence of the ICTY. The Vasiljević decision, while mentioning specific direction in the context of differentiating aiding and abetting from joint criminal enterprise, does not set a binding precedent that specific direction is necessary for aiding and abetting liability. The evidence from the trial shows that Horvat provided substantial logistical and personnel support to the HVO with full knowledge of their criminal activities. This support had a significant effect on the perpetration of the crimes, satisfying the actus reus for aiding and abetting. Therefore, the Trial Chamber's judgment is consistent with the ICTY's jurisprudence and principles of international criminal law, warranting affirmation of Horvat's conviction.",Horvat_Vasiljevic,Sympathetic_Reverse,1,1,0
Horvat_Vasiljevic_395273_NLC.txt,1,0,"Final Decision: **Affirm**  In reviewing the appellate briefs, the agreed facts, the ICTY Statute, the Vasiljević precedent, and the trial judgment, it is clear that the Trial Chamber's findings were well-supported by evidence and consistent with legal principles. The key issue on appeal was whether aiding and abetting under Article 7(1) of the Statute requires ""specific direction"" toward the commission of a crime. The defense's argument that the Vasiljević decision mandates specific direction is unconvincing. The Vasiljević case did not establish specific direction as a separate, standalone element of aiding and abetting liability; rather, it highlighted that aiding and abetting involves acts that have a substantial effect on the commission of crimes. The trial evidence demonstrated that Horvat's logistical and personnel support to the HVO had a substantial effect on the commission of war crimes, and he did so with full knowledge of the HVO’s criminal activities. Therefore, the conviction for aiding and abetting is legally sound and should be affirmed.",Horvat_Vasiljevic,Sympathetic_Reverse,1,1,0
Horvat_Vasiljevic_44451_NLC.txt,0,1,"Final Decision: **Decision: Reverse**  **Rationale:** The Appeals Chamber must reverse the lower court's decision because the Trial Chamber did not require ""specific direction"" as an element of aiding and abetting, contrary to the precedent set in the Vasiljević decision. The Vasiljević case clearly established that aiding and abetting liability requires the accused's assistance to be specifically directed toward the commission of the crime. In Horvat's case, while he provided substantial logistical and personnel support to the HVO, these actions were not specifically directed at the commission of the war crimes in Mostar and Ahmići. As such, without the element of specific direction, the actus reus of aiding and abetting is not satisfied, necessitating an acquittal on these grounds.",Horvat_Vasiljevic,Sympathetic_Reverse,1,0,0
Horvat_Vasiljevic_444680_LC.txt,0,1,"Final Decision: **Decision: Reverse**  **Rationale:** The primary issue on appeal is whether the actus reus of aiding and abetting under Article 7(1) of the ICTY Statute requires ""specific direction"" towards the commission of a crime. The defense argues that the Appeals Chamber’s decision in the Vasiljević case explicitly requires specific direction as part of the actus reus for aiding and abetting. The prosecution contends that specific direction is not a necessary element and that Horvat’s logistical support, provided with knowledge of the HVO’s criminal activities, suffices for liability. Reviewing the precedent and statutory provisions, it's evident that the specific direction requirement is crucial for distinguishing between general logistical support and direct facilitation of specific crimes. Given that the Appeals Chamber’s Vasiljević decision requires specific direction, and considering the remote nature of Horvat's involvement, it cannot be conclusively established that his assistance was specifically directed towards the commission of the crimes. Thus, the lower court's decision must be reversed.",Horvat_Vasiljevic,Sympathetic_Reverse,1,1,0
Horvat_Vasiljevic_496575_LC.txt,1,0,"Final Decision: **Decision: Affirm**  **Rationale:** After reviewing the agreed-upon facts, the briefs from both the Defense and the Prosecution, the Statute of the ICTY, and the relevant case precedent (Vasiljević Decision), it is evident that Horvat's logistical and personnel support to the HVO had a substantial effect on the commission of the crimes in Mostar and Ahmići. The argument from the Defense hinges on the necessity of ""specific direction"" as an essential component of aiding and abetting. However, the Vasiljević decision does not conclusively establish ""specific direction"" as an independent requirement; rather, it emphasizes substantial contribution and knowledge of the crimes. The Trial Chamber correctly applied the standard that substantial contribution with knowledge of the criminal conduct fulfills the actus reus of aiding and abetting. Horvat's extensive provision of critical military aid, coupled with his awareness of the HVO's criminal activities, meets this threshold. Therefore, the lower court's decision is affirmed.",Horvat_Vasiljevic,Sympathetic_Reverse,1,1,0
